0 -0.03998 +- 0.00308409
1 -0.0975671 +- 0.00688468
2 -0.194665 +- 0.0138832
3 -0.415069 +- 0.0201983
4 -0.559957 +- 0.0260939
5 -0.733412 +- 0.0315322
6 -0.797467 +- 0.0338078
7 -0.799833 +- 0.0376812
8 -0.822333 +- 0.0374067
9 -0.757471 +- 0.0427809
