0 -0.0416 +- 0.00672508
1 -0.0924 +- 0.0124844
2 -0.253 +- 0.0268965
3 -0.4008 +- 0.0370061
4 -0.607 +- 0.0415725
5 -0.828 +- 0.0330607
6 -0.9606 +- 0.0176417
7 -0.9996 +- 0.000281411
8 -1 +- 0
9 -1 +- 0
